year,iso3c,smod,pop_WPP2022,country
1980,RUS,Urban cluster,40.962015755910144,Russia
1985,RUS,Urban centre,69.27405206488521,Russia
1985,RUS,Rural grid cells,31.306530081269912,Russia
1985,RUS,Urban cluster,41.80762385384488,Russia
1990,RUS,Urban centre,72.12756369583057,Russia
1990,RUS,Rural grid cells,32.338295119825126,Russia
1990,RUS,Urban cluster,43.2240541843443,Russia
1995,RUS,Urban centre,71.37746737392438,Russia
1995,RUS,Rural grid cells,32.29210707253855,Russia
1995,RUS,Urban cluster,45.05600355353708,Russia
2000,RUS,Urban centre,70.12582244109822,Russia
2000,RUS,Rural grid cells,31.628392642493388,Russia
2000,RUS,Urban cluster,45.375549916408396,Russia
2005,RUS,Urban centre,68.5721033855525,Russia
2005,RUS,Rural grid cells,31.00202953101656,Russia
2005,RUS,Urban cluster,44.50882008343094,Russia
2010,RUS,Urban centre,67.94770166458741,Russia
2010,RUS,Rural grid cells,30.891453484985536,Russia
2010,RUS,Urban cluster,44.39022685042706,Russia
2015,RUS,Urban centre,68.60419275796448,Russia
2015,RUS,Rural grid cells,30.943290396077032,Russia
2015,RUS,Urban cluster,44.89437984595849,Russia
2020,RUS,Urban centre,70.01885809143353,Russia
2020,RUS,Rural grid cells,30.954552925915767,Russia
2020,RUS,Urban cluster,44.78825198265069,Russia
1950,RWA,Rural grid cells,1.5024514060961194,Rwanda
1950,RWA,Urban cluster,0.6155465939038807,Rwanda
1955,RWA,Rural grid cells,1.6217587183544975,Rwanda
1955,RWA,Urban cluster,0.8753062816455023,Rwanda
1960,RWA,Rural grid cells,1.71364850829915,Rwanda
1960,RWA,Urban cluster,1.2108564917008497,Rwanda
1965,RWA,Rural grid cells,1.7455919672460085,Rwanda
1965,RWA,Urban cluster,1.5578240327539914,Rwanda
1970,RWA,Urban centre,0.07041192154008998,Rwanda
1970,RWA,Rural grid cells,1.7757771207349011,Rwanda
1970,RWA,Urban cluster,1.9902759577250084,Rwanda
1975,RWA,Urban centre,0.10502741513429498,Rwanda
1975,RWA,Rural grid cells,1.7737865012062046,Rwanda
1975,RWA,Urban cluster,2.5715770836594998,Rwanda
1980,RWA,Urban centre,0.13847255754887933,Rwanda
1980,RWA,Rural grid cells,1.79472525375159,Rwanda
1980,RWA,Urban cluster,3.22285618869953,Rwanda
1985,RWA,Urban centre,0.19775478236450467,Rwanda
1985,RWA,Rural grid cells,1.743199498443805,Rwanda
1985,RWA,Urban cluster,4.21458671919169,Rwanda
1990,RWA,Urban centre,0.3280124558908447,Rwanda
1990,RWA,Rural grid cells,1.6236176220167606,Rwanda
1990,RWA,Urban cluster,5.278381922092395,Rwanda
1995,RWA,Urban centre,0.3071033246356609,Rwanda
1995,RWA,Rural grid cells,1.869276955759967,Rwanda
1995,RWA,Urban cluster,3.2324357196043723,Rwanda
2000,RWA,Urban centre,0.595960912806438,Rwanda
2000,RWA,Rural grid cells,1.6493012209292106,Rwanda
2000,RWA,Urban cluster,5.812043866264352,Rwanda
2005,RWA,Urban centre,0.9725520919295563,Rwanda
2005,RWA,Rural grid cells,1.6552085075958856,Rwanda
2005,RWA,Urban cluster,6.279362400474557,Rwanda
2010,RWA,Urban centre,1.2449105580771649,Rwanda
2010,RWA,Rural grid cells,1.4933291381106117,Rwanda
2010,RWA,Urban cluster,7.4369233038122236,Rwanda
2015,RWA,Urban centre,1.4336001997827152,Rwanda
2015,RWA,Rural grid cells,1.2468164669334434,Rwanda
2015,RWA,Urban cluster,8.82349033328384,Rwanda
2020,RWA,Urban centre,1.8187048429613526,Rwanda
2020,RWA,Rural grid cells,1.019083643465029,Rwanda
2020,RWA,Urban cluster,10.14954251357362,Rwanda
1950,SAU,Urban centre,0.6124977606971952,Saudi Arabia
1950,SAU,Rural grid cells,1.1732715801425593,Saudi Arabia
1950,SAU,Urban cluster,1.2573806591602457,Saudi Arabia
1955,SAU,Urban centre,0.8112249146288875,Saudi Arabia
1955,SAU,Rural grid cells,1.350566710682076,Saudi Arabia
1955,SAU,Urban cluster,1.3669993746890368,Saudi Arabia
1960,SAU,Urban centre,1.068028098823179,Saudi Arabia
1960,SAU,Rural grid cells,1.5455622258727213,Saudi Arabia
1960,SAU,Urban cluster,1.4849776753041,Saudi Arabia
1965,SAU,Urban centre,1.4415927426387596,Saudi Arabia
1965,SAU,Rural grid cells,1.7725230561957033,Saudi Arabia
1965,SAU,Urban cluster,1.6703282011655365,Saudi Arabia
1970,SAU,Urban centre,1.9893395814390307,Saudi Arabia
1970,SAU,Rural grid cells,2.034723182646643,Saudi Arabia
1970,SAU,Urban cluster,1.945438235914327,Saudi Arabia
1975,SAU,Urban centre,2.884820165999031,Saudi Arabia
1975,SAU,Rural grid cells,2.362158271198772,Saudi Arabia
1975,SAU,Urban cluster,2.440599562802198,Saudi Arabia
1980,SAU,Urban centre,3.890013840643046,Saudi Arabia
1980,SAU,Rural grid cells,2.7701813980709535,Saudi Arabia
1980,SAU,Urban cluster,3.261517761286001,Saudi Arabia
1985,SAU,Urban centre,5.483221781947926,Saudi Arabia
1985,SAU,Rural grid cells,3.2263629090384685,Saudi Arabia
1985,SAU,Urban cluster,3.8866903090136056,Saudi Arabia
1990,SAU,Urban centre,7.967424698871364,Saudi Arabia
1990,SAU,Rural grid cells,3.533786644266358,Saudi Arabia
1990,SAU,Urban cluster,4.174925656862279,Saudi Arabia
1995,SAU,Urban centre,10.344670371445755,Saudi Arabia
1995,SAU,Rural grid cells,3.7127071490690735,Saudi Arabia
1995,SAU,Urban cluster,4.572290479485172,Saudi Arabia
2000,SAU,Urban centre,12.420815847333548,Saudi Arabia
2000,SAU,Rural grid cells,3.9326042802424515,Saudi Arabia
2000,SAU,Urban cluster,4.924980872424002,Saudi Arabia
2005,SAU,Urban centre,14.509521282461941,Saudi Arabia
2005,SAU,Rural grid cells,4.118954290222014,Saudi Arabia
2005,SAU,Urban cluster,5.284794427316047,Saudi Arabia
2010,SAU,Urban centre,18.377667908961488,Saudi Arabia
2010,SAU,Rural grid cells,4.718594083296594,Saudi Arabia
2010,SAU,Urban cluster,5.913040007741913,Saudi Arabia
2015,SAU,Urban centre,21.203682950680886,Saudi Arabia
2015,SAU,Rural grid cells,5.094416529271669,Saudi Arabia
2015,SAU,Urban cluster,6.143786520047445,Saudi Arabia
2020,SAU,Urban centre,24.649605692234328,Saudi Arabia
2020,SAU,Rural grid cells,5.555185444199004,Saudi Arabia
2020,SAU,Urban cluster,6.025180863566674,Saudi Arabia
1950,SDN,Urban centre,1.4802686383719583,Sudan
1950,SDN,Rural grid cells,2.999207535056719,Sudan
1950,SDN,Urban cluster,1.6191778265713224,Sudan
1955,SDN,Urban centre,1.8466361975378567,Sudan
1955,SDN,Rural grid cells,3.349842392668483,Sudan
1955,SDN,Urban cluster,1.8876884097936601,Sudan
1960,SDN,Urban centre,2.284324693420022,Sudan
1960,SDN,Rural grid cells,3.7277005598432114,Sudan
1960,SDN,Urban cluster,2.1915717467367664,Sudan
1965,SDN,Urban centre,2.8419216946223607,Sudan
1965,SDN,Rural grid cells,4.149591962951517,Sudan
1965,SDN,Urban cluster,2.5687343424261218,Sudan
1970,SDN,Urban centre,3.518613713890558,Sudan
1970,SDN,Rural grid cells,4.606595869656385,Sudan
1970,SDN,Urban cluster,3.006593416453056,Sudan
1975,SDN,Urban centre,4.461427914040888,Sudan
1975,SDN,Rural grid cells,5.13751447720677,Sudan
1975,SDN,Urban cluster,3.619086608752342,Sudan
1980,SDN,Urban centre,6.208630686846622,Sudan
1980,SDN,Rural grid cells,5.897903071340785,Sudan
1980,SDN,Urban cluster,4.207403241812593,Sudan
1985,SDN,Urban centre,8.052644747542642,Sudan
1985,SDN,Rural grid cells,6.413995335409195,Sudan
1985,SDN,Urban cluster,4.87887091704816,Sudan
1990,SDN,Urban centre,9.056613164785738,Sudan
1990,SDN,Rural grid cells,6.54918665851433,Sudan
1990,SDN,Urban cluster,5.299019176699934,Sudan
1995,SDN,Urban centre,10.591763712253899,Sudan
1995,SDN,Rural grid cells,6.7101841434299,Sudan
1995,SDN,Urban cluster,5.708462144316204,Sudan
2000,SDN,Urban centre,12.200558137495461,Sudan
2000,SDN,Rural grid cells,7.091050573137839,Sudan
2000,SDN,Urban cluster,6.673448289366698,Sudan
2005,SDN,Urban centre,14.27090215069964,Sudan
2005,SDN,Rural grid cells,7.613349055073258,Sudan
2005,SDN,Urban cluster,7.279511794227098,Sudan
2010,SDN,Urban centre,16.53685782847282,Sudan
2010,SDN,Rural grid cells,8.31787377960171,Sudan
2010,SDN,Urban cluster,8.54487739192547,Sudan
2015,SDN,Urban centre,18.461187444340442,Sudan
2015,SDN,Rural grid cells,9.286077402535136,Sudan
2015,SDN,Urban cluster,9.838409153124424,Sudan
2020,SDN,Urban centre,20.61592627941289,Sudan
2020,SDN,Rural grid cells,11.386182941431048,Sudan
2020,SDN,Urban cluster,11.825958779156062,Sudan
1950,SEN,Urban centre,0.8842801028080316,Senegal
1950,SEN,Rural grid cells,0.9704502350251123,Senegal
1950,SEN,Urban cluster,0.6093526621668565,Senegal
1955,SEN,Urban centre,1.04038582822673,Senegal
1955,SEN,Rural grid cells,1.0900893007476684,Senegal
1955,SEN,Urban cluster,0.6779508710256021,Senegal
1960,SEN,Urban centre,1.2351714504375304,Senegal
1960,SEN,Rural grid cells,1.2271116573763743,Senegal
1960,SEN,Urban cluster,0.7646258921860946,Senegal
1965,SEN,Urban centre,1.4678673945616816,Senegal
1965,SEN,Rural grid cells,1.3816826988712767,Senegal
1965,SEN,Urban cluster,0.8670409065670414,Senegal
1970,SEN,Urban centre,1.7531544733212043,Senegal
1970,SEN,Rural grid cells,1.5574846681828654,Senegal
1970,SEN,Urban cluster,0.99266385849593,Senegal
1975,SEN,Urban centre,2.08777425862569,Senegal
1975,SEN,Rural grid cells,1.7545716758976322,Senegal
1975,SEN,Urban cluster,1.1382750654766771,Senegal
1980,SEN,Urban centre,2.3587368068297137,Senegal
1980,SEN,Rural grid cells,1.9830938616070541,Senegal
1980,SEN,Urban cluster,1.2900913315632319,Senegal
1985,SEN,Urban centre,2.703840499182049,Senegal
1985,SEN,Rural grid cells,2.280459764098001,Senegal
1985,SEN,Urban cluster,1.4440967367199506,Senegal
1990,SEN,Urban centre,3.153719288910917,Senegal
1990,SEN,Rural grid cells,2.6462857362421044,Senegal
1990,SEN,Urban cluster,1.6273039748469786,Senegal
1995,SEN,Urban centre,3.6531089523784805,Senegal
1995,SEN,Rural grid cells,2.8976789553295785,Senegal
1995,SEN,Urban cluster,1.9752440922919408,Senegal
2000,SEN,Urban centre,4.267014664417947,Senegal
2000,SEN,Rural grid cells,3.090965698585152,Senegal
2000,SEN,Urban cluster,2.2316546369969013,Senegal
2005,SEN,Urban centre,5.176986220445559,Senegal
2005,SEN,Rural grid cells,3.411394182970789,Senegal
2005,SEN,Urban cluster,2.2447765965836513,Senegal
2010,SEN,Urban centre,5.946959689245635,Senegal
2010,SEN,Rural grid cells,3.799868950846582,Senegal
2010,SEN,Urban cluster,2.6132923599077835,Senegal
2015,SEN,Urban centre,6.991198104818795,Senegal
2015,SEN,Rural grid cells,4.235333163947241,Senegal
2015,SEN,Urban cluster,2.9349807312339644,Senegal
2020,SEN,Urban centre,7.930269076933169,Senegal
2020,SEN,Rural grid cells,4.90601749916742,Senegal
2020,SEN,Urban cluster,3.37918042389941,Senegal
1950,SGP,Urban centre,0.9305904867108302,Singapore
1950,SGP,Rural grid cells,0.002783544753914734,Singapore
1950,SGP,Urban cluster,0.053374968535255064,Singapore
1955,SGP,Urban centre,1.178938670544495,Singapore
1955,SGP,Rural grid cells,0.0028849833879156478,Singapore
1955,SGP,Urban cluster,0.05435134606758931,Singapore
1960,SGP,Urban centre,1.5119581238460098,Singapore
1960,SGP,Rural grid cells,0.002992036334909874,Singapore
1960,SGP,Urban cluster,0.0569878398190802,Singapore
1965,SGP,Urban centre,1.7798947559245106,Singapore
1965,SGP,Rural grid cells,0.00311380883723356,Singapore
1965,SGP,Urban cluster,0.053845435238255884,Singapore
1970,SGP,Urban centre,1.9916416455669181,Singapore
1970,SGP,Rural grid cells,0.003255268537660541,Singapore
1970,SGP,Urban cluster,0.049896085895421216,Singapore
1975,SGP,Urban centre,2.1682178063990967,Singapore
1975,SGP,Rural grid cells,0.003415151959380534,Singapore
1975,SGP,Urban cluster,0.04649704164152256,Singapore
1980,SGP,Urban centre,2.349475231944248,Singapore
1980,SGP,Rural grid cells,0.0034545443069725176,Singapore
1980,SGP,Urban cluster,0.02420622374877982,Singapore
1985,SGP,Urban centre,2.626303378155031,Singapore
1985,SGP,Rural grid cells,0.00226903659429712,Singapore
1985,SGP,Urban cluster,0.025939585250671852,Singapore
1990,SGP,Urban centre,2.9590354481072674,Singapore
1990,SGP,Rural grid cells,0.0029885773484051473,Singapore
1990,SGP,Urban cluster,0.015860974544327583,Singapore
1995,SGP,Urban centre,3.4800811215906933,Singapore
1995,SGP,Rural grid cells,0.002570224980044312,Singapore
1995,SGP,Urban cluster,0.008068653429261802,Singapore
2000,SGP,Urban centre,4.003011145389881,Singapore
2000,SGP,Rural grid cells,0.002535714953524618,Singapore
2000,SGP,Urban cluster,0.009355139656594298,Singapore
2005,SGP,Urban centre,4.277875478217498,Singapore
2005,SGP,Rural grid cells,0.0028609930020001,Singapore
2005,SGP,Urban cluster,0.010455528780501664,Singapore
2010,SGP,Urban centre,5.085518127485354,Singapore
2010,SGP,Rural grid cells,0.003142057074302363,Singapore
2010,SGP,Urban cluster,0.007371815440343392,Singapore
2015,SGP,Urban centre,5.604265615064421,Singapore
2015,SGP,Rural grid cells,0.0037865008671996597,Singapore
2015,SGP,Urban cluster,0.007309884068378951,Singapore
2020,SGP,Urban centre,5.879847710802564,Singapore
2020,SGP,Rural grid cells,0.0042570711589784,Singapore
2020,SGP,Urban cluster,0.00941421803845693,Singapore
1950,SHN,Rural grid cells,0.0051919999999999996,St. Helena
1955,SHN,Rural grid cells,0.005321,St. Helena
1960,SHN,Rural grid cells,0.005357,St. Helena
1965,SHN,Rural grid cells,0.005464,St. Helena
1970,SHN,Rural grid cells,0.005714,St. Helena
1975,SHN,Rural grid cells,0.006097,St. Helena
1980,SHN,Rural grid cells,0.00637,St. Helena
1985,SHN,Rural grid cells,0.006638,St. Helena
1990,SHN,Rural grid cells,0.006623999999999999,St. Helena
1995,SHN,Rural grid cells,0.006371000000000001,St. Helena
2000,SHN,Rural grid cells,0.00606,St. Helena
2005,SHN,Rural grid cells,0.005585,St. Helena
2010,SHN,Rural grid cells,0.005302,St. Helena
2015,SHN,Rural grid cells,0.005477,St. Helena
2020,SHN,Rural grid cells,0.005436000000000001,St. Helena
1950,SLB,Rural grid cells,0.09687789593913355,Solomon Islands
1950,SLB,Urban cluster,0.00745310406086646,Solomon Islands
1955,SLB,Rural grid cells,0.10763581934509481,Solomon Islands
1955,SLB,Urban cluster,0.008206180654905203,Solomon Islands
1960,SLB,Rural grid cells,0.12229833479117957,Solomon Islands
1960,SLB,Urban cluster,0.00950266520882043,Solomon Islands
1965,SLB,Rural grid cells,0.1385697699932077,Solomon Islands
1965,SLB,Urban cluster,0.010947230006792328,Solomon Islands
1970,SLB,Rural grid cells,0.15785094360226812,Solomon Islands
1970,SLB,Urban cluster,0.012779056397731862,Solomon Islands
1975,SLB,Rural grid cells,0.1799769690485924,Solomon Islands
1975,SLB,Urban cluster,0.0149610309514076,Solomon Islands
1980,SLB,Rural grid cells,0.20685952307083513,Solomon Islands
1980,SLB,Urban cluster,0.02279447692916485,Solomon Islands
1985,SLB,Rural grid cells,0.2405343427738847,Solomon Islands
1985,SLB,Urban cluster,0.031929657226115335,Solomon Islands
1990,SLB,Rural grid cells,0.27890574590781814,Solomon Islands
1990,SLB,Urban cluster,0.040416254092181886,Solomon Islands
1995,SLB,Rural grid cells,0.32086887986191176,Solomon Islands
1995,SLB,Urban cluster,0.04891412013808824,Solomon Islands
2000,SLB,Urban centre,0.051179628674179356,Solomon Islands
2000,SLB,Rural grid cells,0.35951536008875423,Solomon Islands
2000,SLB,Urban cluster,0.014030011237066445,Solomon Islands
2005,SLB,Urban centre,0.058920069284868745,Solomon Islands
2005,SLB,Rural grid cells,0.3986005917013713,Solomon Islands
2005,SLB,Urban cluster,0.019579339013759987,Solomon Islands
2010,SLB,Urban centre,0.07421472506052741,Solomon Islands
2010,SLB,Rural grid cells,0.4381161105867453,Solomon Islands
2010,SLB,Urban cluster,0.02158516435272731,Solomon Islands
2015,SLB,Urban centre,0.08873897264490296,Solomon Islands
2015,SLB,Rural grid cells,0.4876323294241914,Solomon Islands
2015,SLB,Urban cluster,0.028603697930905697,Solomon Islands
2020,SLB,Urban centre,0.11169990165246874,Solomon Islands
2020,SLB,Rural grid cells,0.5409386160131385,Solomon Islands
2020,SLB,Urban cluster,0.030258482334392645,Solomon Islands
1950,SLE,Urban centre,0.2760521289662505,Sierra Leone
1950,SLE,Rural grid cells,0.8641828350583872,Sierra Leone
1950,SLE,Urban cluster,0.8477030359753626,Sierra Leone
1955,SLE,Urban centre,0.31924238595851406,Sierra Leone
1955,SLE,Rural grid cells,0.9567489526704481,Sierra Leone
1955,SLE,Urban cluster,0.8447536613710377,Sierra Leone
1960,SLE,Urban centre,0.3720589900274142,Sierra Leone
1960,SLE,Rural grid cells,1.0584757385509709,Sierra Leone
1960,SLE,Urban cluster,0.8514822714216149,Sierra Leone
1965,SLE,Urban centre,0.44222934587878565,Sierra Leone
1965,SLE,Rural grid cells,1.1743284033463943,Sierra Leone
1965,SLE,Urban cluster,0.8796162507748199,Sierra Leone
1970,SLE,Urban centre,0.5291711010351706,Sierra Leone
1970,SLE,Rural grid cells,1.3029239868890685,Sierra Leone
1970,SLE,Urban cluster,0.919261912075761,Sierra Leone
1975,SLE,Urban centre,0.6287538989541522,Sierra Leone
1975,SLE,Rural grid cells,1.440770143623425,Sierra Leone
1975,SLE,Urban cluster,0.9577489574224227,Sierra Leone
1980,SLE,Urban centre,0.747675880732522,Sierra Leone
1980,SLE,Rural grid cells,1.6980776321199553,Sierra Leone
1980,SLE,Urban cluster,0.887192487147523,Sierra Leone
1985,SLE,Urban centre,0.88346440474102,Sierra Leone
1985,SLE,Rural grid cells,1.9686816371763232,Sierra Leone
1985,SLE,Urban cluster,0.8550189580826569,Sierra Leone
1990,SLE,Urban centre,1.0058547878230233,Sierra Leone
1990,SLE,Rural grid cells,2.263719685969941,Sierra Leone
1990,SLE,Urban cluster,0.9378925262070359,Sierra Leone
1995,SLE,Urban centre,1.1430333203202598,Sierra Leone
1995,SLE,Rural grid cells,2.288192923234576,Sierra Leone
1995,SLE,Urban cluster,0.8974027564451643,Sierra Leone
2000,SLE,Urban centre,1.2546279943765362,Sierra Leone
2000,SLE,Rural grid cells,2.3155339189469717,Sierra Leone
2000,SLE,Urban cluster,0.9151620866764925,Sierra Leone
2005,SLE,Urban centre,1.628632896588427,Sierra Leone
2005,SLE,Rural grid cells,2.733885570334915,Sierra Leone
2005,SLE,Urban cluster,1.2511685330766578,Sierra Leone
2010,SLE,Urban centre,2.1342805078917935,Sierra Leone
2010,SLE,Rural grid cells,2.987381738356981,Sierra Leone
2010,SLE,Urban cluster,1.2280617537512253,Sierra Leone
2015,SLE,Urban centre,2.634172004729837,Sierra Leone
2015,SLE,Rural grid cells,3.2274383248171863,Sierra Leone
2015,SLE,Urban cluster,1.3661266704529773,Sierra Leone
2020,SLE,Urban centre,3.148867887866682,Sierra Leone
2020,SLE,Rural grid cells,3.413526283374663,Sierra Leone
2020,SLE,Urban cluster,1.5778148287586555,Sierra Leone
1950,SLV,Urban centre,0.48187204113069354,El Salvador
1950,SLV,Rural grid cells,1.0204391632649612,El Salvador
1950,SLV,Urban cluster,0.6551847956043458,El Salvador
1955,SLV,Urban centre,0.5887430251318831,El Salvador
1955,SLV,Rural grid cells,1.0752874704676854,El Salvador
1955,SLV,Urban cluster,0.7550205044004313,El Salvador
1960,SLV,Urban centre,0.7270016172836852,El Salvador
1960,SLV,Rural grid cells,1.1329642651213254,El Salvador
1960,SLV,Urban cluster,0.8807991175949897,El Salvador
1965,SLV,Urban centre,0.9057808759816105,El Salvador
1965,SLV,Rural grid cells,1.1922680048646082,El Salvador
1965,SLV,Urban cluster,1.0382591191537818,El Salvador
1970,SLV,Urban centre,1.1164350630831337,El Salvador
1970,SLV,Rural grid cells,1.2467042499375882,El Salvador
1970,SLV,Urban cluster,1.211327686979278,El Salvador
1975,SLV,Urban centre,1.3498034254694202,El Salvador
1975,SLV,Rural grid cells,1.2936281303939832,El Salvador
1975,SLV,Urban cluster,1.3872994441365964,El Salvador
1980,SLV,Urban centre,1.5795087871445153,El Salvador
1980,SLV,Rural grid cells,1.343332436549531,El Salvador
1980,SLV,Urban cluster,1.5525877763059535,El Salvador
1985,SLV,Urban centre,1.8035801103426865,El Salvador
1985,SLV,Rural grid cells,1.3419859166359769,El Salvador
1985,SLV,Urban cluster,1.6835289730213365,El Salvador
1990,SLV,Urban centre,2.1500828048497778,El Salvador
1990,SLV,Rural grid cells,1.2796931782324958,El Salvador
1990,SLV,Urban cluster,1.8882340169177263,El Salvador
1995,SLV,Urban centre,2.4547875012306557,El Salvador
1995,SLV,Rural grid cells,1.3026150483289813,El Salvador
1995,SLV,Urban cluster,1.9653174504403632,El Salvador
2000,SLV,Urban centre,2.598108952885162,El Salvador
2000,SLV,Rural grid cells,1.3443774540031328,El Salvador
2000,SLV,Urban cluster,1.9997205931117048,El Salvador
2005,SLV,Urban centre,2.631440307667634,El Salvador
2005,SLV,Rural grid cells,1.3763235331442323,El Salvador
2005,SLV,Urban cluster,2.0309671591881338,El Salvador
2010,SLV,Urban centre,2.640868105943415,El Salvador
2010,SLV,Rural grid cells,1.4000944301605844,El Salvador
2010,SLV,Urban cluster,2.061507463896001,El Salvador
2015,SLV,Urban centre,2.7339724664924234,El Salvador
2015,SLV,Rural grid cells,1.4417986054966752,El Salvador
2015,SLV,Urban cluster,2.0454769280109013,El Salvador
2020,SLV,Urban centre,2.7354460115765713,El Salvador
2020,SLV,Rural grid cells,1.483174357863734,El Salvador
2020,SLV,Urban cluster,2.0623016305596944,El Salvador
1950,SMR,Rural grid cells,0.00307863808858406,San Marino
1950,SMR,Urban cluster,0.00977836191141594,San Marino
1955,SMR,Rural grid cells,0.003287162460741875,San Marino
1955,SMR,Urban cluster,0.010576837539258126,San Marino
1960,SMR,Rural grid cells,0.0035180751551107652,San Marino
1960,SMR,Urban cluster,0.011872924844889231,San Marino
1965,SMR,Rural grid cells,0.003755128157136192,San Marino
1965,SMR,Urban cluster,0.013347871842863807,San Marino
1970,SMR,Rural grid cells,0.003976302589626524,San Marino
1970,SMR,Urban cluster,0.014328697410373476,San Marino
1975,SMR,Rural grid cells,0.004191558456018057,San Marino
1975,SMR,Urban cluster,0.015423441543981944,San Marino
1980,SMR,Rural grid cells,0.004013939433179414,San Marino
1980,SMR,Urban cluster,0.017205060566820585,San Marino
1985,SMR,Rural grid cells,0.004309568156386368,San Marino
1985,SMR,Urban cluster,0.01782743184361363,San Marino
1990,SMR,Rural grid cells,0.004577511467619894,San Marino
1990,SMR,Urban cluster,0.018384488532380106,San Marino
1995,SMR,Rural grid cells,0.005104599896740639,San Marino
1995,SMR,Urban cluster,0.01960340010325936,San Marino
2000,SMR,Rural grid cells,0.005698522416899407,San Marino
2000,SMR,Urban cluster,0.020898477583100594,San Marino
2005,SMR,Rural grid cells,0.0049267584571067126,San Marino
2005,SMR,Urban cluster,0.024371241542893288,San Marino
2010,SMR,Rural grid cells,0.005084041729753852,San Marino
2010,SMR,Urban cluster,0.026177958270246146,San Marino
2015,SMR,Rural grid cells,0.0055183348114697045,San Marino
2015,SMR,Urban cluster,0.0279176651885303,San Marino
2020,SMR,Rural grid cells,0.005635560883752911,San Marino
2020,SMR,Urban cluster,0.02855643911624709,San Marino
1950,SOM,Urban centre,0.5665526440687405,Somalia
1950,SOM,Rural grid cells,0.9751795899347644,Somalia
1950,SOM,Urban cluster,0.6396347659964946,Somalia
1955,SOM,Urban centre,0.7113427228385689,Somalia
1955,SOM,Rural grid cells,1.0737008241724078,Somalia
1955,SOM,Urban cluster,0.712431452989023,Somalia
1960,SOM,Urban centre,0.8780851007810476,Somalia
1960,SOM,Rural grid cells,1.1742314672906795,Somalia
1960,SOM,Urban cluster,0.7814734319282727,Somalia
1965,SOM,Urban centre,1.0837150948374084,Somalia
1965,SOM,Rural grid cells,1.2812929076455735,Somalia
1965,SOM,Urban cluster,0.8598349975170181,Somalia
1970,SOM,Urban centre,1.332811001638882,Somalia
1970,SOM,Rural grid cells,1.3937351917544931,Somalia
1970,SOM,Urban cluster,0.9457748066066246,Somalia
1975,SOM,Urban centre,1.6288544142017616,Somalia
1975,SOM,Rural grid cells,1.510372535316778,Somalia
1975,SOM,Urban cluster,1.0370430504814605,Somalia
1980,SOM,Urban centre,2.7014777318117202,Somalia
1980,SOM,Rural grid cells,1.9532314537244506,Somalia
1980,SOM,Urban cluster,1.1192718144638287,Somalia
1985,SOM,Urban centre,3.2579422957807,Somalia
1985,SOM,Rural grid cells,2.000540611095557,Somalia
1985,SOM,Urban cluster,1.2387300931237433,Somalia
1990,SOM,Urban centre,3.5627181589972725,Somalia
1990,SOM,Rural grid cells,1.9691791785585195,Somalia
1990,SOM,Urban cluster,1.4808476624442073,Somalia
1995,SOM,Urban centre,3.755224850252203,Somalia
1995,SOM,Rural grid cells,1.7219143499479608,Somalia
1995,SOM,Urban cluster,1.577385799799836,Somalia
2000,SOM,Urban centre,5.071066685486409,Somalia
2000,SOM,Rural grid cells,1.8561399266985126,Somalia
2000,SOM,Urban cluster,1.619088387815079,Somalia
2005,SOM,Urban centre,6.228394598823018,Somalia
2005,SOM,Rural grid cells,2.054113029528573,Somalia
2005,SOM,Urban cluster,2.012986371648409,Somalia
2010,SOM,Urban centre,7.510622384542381,Somalia
2010,SOM,Rural grid cells,2.1782328460223326,Somalia
2010,SOM,Urban cluster,2.1868077694352865,Somalia
2015,SOM,Urban centre,8.815535255686644,Somalia
2015,SOM,Rural grid cells,2.4157445456508735,Somalia
2015,SOM,Urban cluster,2.306834198662481,Somalia
2020,SOM,Urban centre,10.45756564269446,Somalia
2020,SOM,Rural grid cells,2.8249442246088514,Somalia
2020,SOM,Urban cluster,2.9903511326966883,Somalia
1950,SPM,Rural grid cells,0.00446,St. Pierre & Miquelon
1955,SPM,Rural grid cells,0.004709,St. Pierre & Miquelon
1960,SPM,Rural grid cells,0.004913000000000001,St. Pierre & Miquelon
1965,SPM,Rural grid cells,0.005113,St. Pierre & Miquelon
1970,SPM,Rural grid cells,0.005494000000000001,St. Pierre & Miquelon
1975,SPM,Rural grid cells,8.58058081244664e-4,St. Pierre & Miquelon
1975,SPM,Urban cluster,0.0050769419187553354,St. Pierre & Miquelon
1980,SPM,Rural grid cells,9.692647894149089e-4,St. Pierre & Miquelon
1980,SPM,Urban cluster,0.005129735210585092,St. Pierre & Miquelon
1985,SPM,Rural grid cells,0.001066265813457676,St. Pierre & Miquelon
1985,SPM,Urban cluster,0.005137734186542324,St. Pierre & Miquelon
1990,SPM,Rural grid cells,0.001162005298907982,St. Pierre & Miquelon
1990,SPM,Urban cluster,0.005145994701092019,St. Pierre & Miquelon
1995,SPM,Rural grid cells,0.001356391023447811,St. Pierre & Miquelon
1995,SPM,Urban cluster,0.005053608976552189,St. Pierre & Miquelon
2000,SPM,Rural grid cells,0.006281,St. Pierre & Miquelon
2005,SPM,Rural grid cells,0.006143,St. Pierre & Miquelon
2010,SPM,Rural grid cells,0.006052,St. Pierre & Miquelon
2015,SPM,Rural grid cells,0.005983,St. Pierre & Miquelon
2020,SPM,Rural grid cells,0.005918,St. Pierre & Miquelon
